,0
7380,"('anyone who has', 1)"
7381,"('who has read', 1)"
7382,"('has read both', 1)"
7383,"('teacher as a', 1)"
7384,"('as a baby', 1)"
7385,"('shamelessly inspired of', 1)"
7386,"('and im looking', 1)"
7387,"('looking for mutuals', 1)"
7388,"('girls of paper', 1)"
7389,"('of paper and', 1)"
7390,"('stop thinking ab', 1)"
7391,"('thinking ab it', 1)"
7392,"('ab it since', 1)"
7393,"('it since i', 1)"
7394,"('finished it im', 1)"
7395,"('it im obsessed', 1)"
7396,"('a break from', 1)"
7397,"('break from pjo', 1)"
7398,"('from pjo to', 1)"
7399,"('pjo to start', 1)"
7400,"('have been dragging', 1)"
7401,"('been dragging song', 1)"
7402,"('dragging song of', 1)"
7403,"('achilles for months', 1)"
7404,"('for months now', 1)"
7405,"('months now because', 1)"
7406,"('now because not', 1)"
7407,"('because not only', 1)"
7408,"('have i been', 1)"
7409,"('dont want this', 1)"
7410,"('want this to', 1)"
7411,"('im not prepared', 1)"
7412,"('not prepared for', 1)"
7413,"('prepared for the', 1)"
7414,"('for the heartbreak', 1)"
7415,"('the heartbreak that', 1)"
7416,"('heartbreak that has', 1)"
7417,"('that has yet', 1)"
7418,"('has yet to', 1)"
7419,"('cowboycastiels the song', 1)"
7420,"('such a great', 1)"
7421,"('a great book', 1)"
7422,"('the name of', 1)"
7423,"('name of the', 1)"
7424,"('a study in', 1)"
7425,"('the master and', 1)"
7426,"('tried to include', 1)"
7427,"('to include as', 1)"
7428,"('include as many', 1)"
7429,"('as many genres', 1)"
7430,"('many genres as', 1)"
7431,"('genres as i', 1)"
7432,"('hope they can', 1)"
7433,"('they can be', 1)"
7434,"('want more moots', 1)"
7435,"('moots so interact', 1)"
7436,"('so interact with', 1)"
7437,"('interact with this', 1)"
7438,"('with this tweet', 1)"
7439,"('this tweet if', 1)"
7440,"('tweet if u', 1)"
7441,"('know my name', 1)"
7442,"('my name chanel', 1)"
7443,"('becoming michelle obama', 1)"
7444,"('well i was', 1)"
7445,"('i was totally', 1)"
7446,"('was totally obsessed', 1)"
7447,"('totally obsessed with', 1)"
7448,"('achilles for way', 1)"
7449,"('for way too', 1)"
7450,"('way too long', 1)"
7451,"('too long and', 1)"
7452,"('long and heartbroken', 1)"
7453,"('and heartbroken at', 1)"
7454,"('heartbroken at the', 1)"
7455,"('but its with', 1)"
7456,"('its with a', 1)"
7457,"('with a gay', 1)"
7458,"('gay relationship so', 1)"
7459,"('relationship so idk', 1)"
7460,"('so idk if', 1)"
7461,"('if its sum', 1)"
7462,"('its sum for', 1)"
7463,"('bin circe soll', 1)"
7464,"('circe soll auch', 1)"
7465,"('soll auch gut', 1)"
7466,"('auch gut sein', 1)"
7467,"('gut sein but', 1)"
7468,"('sein but i', 1)"
7469,"('but i havent', 1)"
7470,"('i havent read', 1)"
7471,"('least i did', 1)"
7472,"('i did one', 1)"
7473,"('did one thing', 1)"
7474,"('one thing right', 1)"
7475,"('pede mo marecommend', 1)"
7476,"('mo marecommend na', 1)"
7477,"('marecommend na book', 1)"
7478,"('these are booktok', 1)"
7479,"('are booktok favorites', 1)"
7480,"('booktok favorites dinnn', 1)"
7481,"('got the book', 1)"
7482,"('of achilles recently', 1)"
7483,"('achilles recently has', 1)"
7484,"('recently has anyone', 1)"
7485,"('on chapter now', 1)"
7486,"('i might actually', 1)"
7487,"('to coles the', 1)"
7488,"('coles the other', 1)"
7489,"('the other day', 1)"
7490,"('other day where', 1)"
7491,"('day where there', 1)"
7492,"('where there was', 1)"
7493,"('there was a', 1)"
7494,"('was a whole', 1)"
7495,"('a whole shelf', 1)"
7496,"('whole shelf of', 1)"
7497,"('shelf of books', 1)"
7498,"('of books called', 1)"
7499,"('basically stuff that', 1)"
7500,"('stuff that book', 1)"
7501,"('that book bloggers', 1)"
7502,"('book bloggers have', 1)"
7503,"('bloggers have been', 1)"
7504,"('have been talking', 1)"
7505,"('been talking about', 1)"
7506,"('talking about for', 1)"
7507,"('keeps recommending song', 1)"
7508,"('recommending song of', 1)"
7509,"('is it worth', 1)"
7510,"('it worth the', 1)"
7511,"('finally started reading', 1)"
7512,"('and it is', 1)"
7513,"('read most of', 1)"
7514,"('most of them', 1)"
7515,"('the seven death', 1)"
7516,"('seven death of', 1)"
7517,"('death of evelyn', 1)"
7518,"('the fault in', 1)"
7519,"('fault in our', 1)"
7520,"('read the twin', 1)"
7521,"('the twin soul', 1)"
7522,"('twin soul of', 1)"
7523,"('soul of alexander', 1)"
7524,"('of alexander right', 1)"
7525,"('alexander right after', 1)"
7526,"('right after finishing', 1)"
7527,"('after finishing song', 1)"
7528,"('finishing song of', 1)"
7529,"('the house in', 1)"
7530,"('house in the', 1)"
7531,"('in the cerulean', 1)"
7532,"('the girls of', 1)"
7533,"('girls of stilt', 1)"
7534,"('jackson series with', 1)"
7535,"('series with my', 1)"
7536,"('still hoping for', 1)"
7537,"('hoping for a', 1)"
7538,"('for a better', 1)"
7539,"('a better ending', 1)"
7540,"('wag naman sana', 1)"
7541,"('naman sana ako', 1)"
7542,"('sana ako saktan', 1)"
7543,"('ako saktan ng', 1)"
7544,"('saktan ng libro', 1)"
7545,"('ng libro na', 1)"
7546,"('of achilles lol', 1)"
7547,"('so obv i', 1)"
7548,"('listen to our', 1)"
7549,"('to our english', 1)"
7550,"('our english teacher', 1)"
7551,"('english teacher when', 1)"
7552,"('teacher when greek', 1)"
7553,"('when greek mythology', 1)"
7554,"('greek mythology was', 1)"
7555,"('mythology was being', 1)"
7556,"('was being discussed', 1)"
7557,"('being discussed lmao', 1)"
7558,"('bendemptionstan the song', 1)"
7559,"('these pricey thakur', 1)"
7560,"('lot of mysteries', 1)"
7561,"('of mysteries and', 1)"
7562,"('mysteries and thrillers', 1)"
7563,"('and ohmygod it', 1)"
7564,"('ohmygod it hurts', 1)"
7565,"('i recently started', 1)"
7566,"('started reading again', 1)"
7567,"('reading again so', 1)"
7568,"('and looking for', 1)"
7569,"('some of fav', 1)"
7570,"('and i dont', 1)"
7571,"('dont know what', 1)"
7572,"('to do anymore', 1)"
7573,"('do anymore with', 1)"
7574,"('anymore with my', 1)"
7575,"('achilles or authority', 1)"
7576,"('in the souther', 1)"
7577,"('the souther reach', 1)"
7578,"('about to finish', 1)"
7579,"('to finish to', 1)"
7580,"('finish to sleep', 1)"
7581,"('to sleep in', 1)"
7582,"('sleep in a', 1)"
7583,"('in a sea', 1)"
7584,"('a sea of', 1)"
7585,"('sea of stars', 1)"
7586,"('of stars and', 1)"
7587,"('stars and i', 1)"
7588,"('need to pick', 1)"
7589,"('to pick my', 1)"
7590,"('pick my next', 1)"
7591,"('with the names', 1)"
7592,"('the names kolohom', 1)"
7593,"('joyxwt omg ok', 1)"
7594,"('omg ok heres', 1)"
7595,"('ok heres my', 1)"
7596,"('heres my list', 1)"
7597,"('my list for', 1)"
7598,"('the face on', 1)"
7599,"('face on the', 1)"
7600,"('on the milk', 1)"
7601,"('dorothy must die', 1)"
7602,"('more than this', 1)"
7603,"('hope you enjoyed', 1)"
7604,"('you enjoyed the', 1)"
7605,"('enjoyed the song', 1)"
7606,"('now reading sanora', 1)"
7607,"('whose names are', 1)"
7608,"('names are unknown', 1)"
7609,"('are unknown until', 1)"
7610,"('unknown until august', 1)"
7611,"('a reminder that', 1)"
7612,"('reminder that you', 1)"
7613,"('that you can', 1)"
7614,"('you can see', 1)"
7615,"('can see all', 1)"
7616,"('see all the', 1)"
7617,"('all the book', 1)"
7618,"('the book club', 1)"
7619,"('book club key', 1)"
7620,"('club key dates', 1)"
7621,"('key dates at', 1)"
7622,"('i am officially', 1)"
7623,"('joyxwt the song', 1)"
7624,"('u want to', 1)"
7625,"('pouring out of', 1)"
7626,"('out of the', 1)"
7627,"('ocjamesevans hufflepuff and', 1)"
7628,"('hufflepuff and the', 1)"
7629,"('some books you', 1)"
7630,"('books you just', 1)"
7631,"('you just have', 1)"
7632,"('just have to', 1)"
7633,"('have to constantly', 1)"
7634,"('the parts that', 1)"
7635,"('parts that make', 1)"
7636,"('that make your', 1)"
7637,"('make your heart', 1)"
7638,"('your heart feel', 1)"
7639,"('heart feel emotions', 1)"
7640,"('feel emotions again', 1)"
7641,"('war and the', 1)"
7642,"('of achilles does', 1)"
7643,"('achilles does that', 1)"
7644,"('does that a', 1)"
7645,"('that a lot', 1)"
7646,"('a lot for', 1)"
7647,"('lot for me', 1)"
7648,"('me why anytime', 1)"
7649,"('why anytime i', 1)"
7650,"('anytime i see', 1)"
7651,"('i see anything', 1)"
7652,"('see anything related', 1)"
7653,"('anything related to', 1)"
7654,"('related to the', 1)"
7655,"('is the greater', 1)"
7656,"('be left on', 1)"
7657,"('left on earth', 1)"
7658,"('on earth when', 1)"
7659,"('earth when another', 1)"
7660,"('when another is', 1)"
7661,"('excerpt from the', 1)"
7662,"('dearhaught song of', 1)"
7663,"('my favorite thing', 1)"
7664,"('favorite thing in', 1)"
7665,"('thing in the', 1)"
7666,"('iâm in a', 0)"
7667,"('of achilles ðÿ', 0)"
7668,"('by matt haig', 0)"
7669,"('redwhite amp royal', 0)"
7670,"('amp royal blue', 0)"
7671,"('won pyung sohn', 0)"
7672,"('by tere liye', 0)"
7673,"('hits so hardðÿðÿðÿ', 0)"
7674,"('okay hold up', 0)"
7675,"('up since iâm', 0)"
7676,"('since iâm sick', 0)"
7677,"('iâm sick today', 0)"
7678,"('over again ðÿ', 0)"
7679,"('the kite runner', 0)"
7680,"('yeay i finished', 0)"
7681,"('i cant stop', 0)"
7682,"('simon aaaaaaaaaa âï', 0)"
7683,"('aaaaaaaaaa âï youngroyals', 0)"
7684,"('lauraatlaura no hahaagreed', 0)"
7685,"('no hahaagreed that', 0)"
7686,"('hahaagreed that hades', 0)"
7687,"('that hades character', 0)"
7688,"('hades character developmentplot', 0)"
7689,"('character developmentplot was', 0)"
7690,"('developmentplot was overrated', 0)"
7691,"('tweet was about', 0)"
7692,"('âthe song of', 0)"
7693,"('song of achillesâ', 0)"
7694,"('of achillesâ by', 0)"
7695,"('achillesâ by madeline', 0)"
7696,"('â â â', 0)"
7697,"('âœi could recognize', 0)"
7698,"('by touch alone', 0)"
7699,"('touch alone by', 0)"
7700,"('alone by smell', 0)"
7701,"('by smell i', 0)"
7702,"('smell i would', 0)"
7703,"('know him blind', 0)"
7704,"('him blind by', 0)"
7705,"('blind by the', 0)"
7706,"('struck the earth', 0)"
7707,"('the earth i', 0)"
7708,"('earth i would', 0)"
7709,"('him in death', 0)"
7710,"('in death at', 0)"
7711,"('death at the', 0)"
7712,"('of the worldâ', 0)"
7713,"('much not okay', 0)"
7714,"('howre you doing', 0)"
7715,"('you doing emma', 0)"
7716,"('lrt just reminded', 0)"
7717,"('because i forgot', 0)"
7718,"('i was and', 0)"
7719,"('was and actually', 0)"
7720,"('la rue but', 0)"
7721,"('rue but they', 0)"
7722,"('but they said', 0)"
7723,"('they said its', 0)"
7724,"('said its painful', 0)"
7725,"('its painful so', 0)"
7726,"('painful so im', 0)"
7727,"('so im scared', 0)"
7728,"('me rn with', 0)"
7729,"('of achilles httpstcoaokrykio', 0)"
7730,"('of achilles ðÿºðÿº', 0)"
7731,"('iria amar esse', 0)"
7732,"('ebay product introduction', 0)"
7733,"('madeline miller paperback', 0)"
7734,"('miller paperback new', 0)"
7735,"('penelopiad margaret atwood', 0)"
7736,"('mythos the greek', 0)"
7737,"('greek myths stephen', 0)"
7738,"('myths stephen fry', 0)"
7739,"('troy our greatest', 0)"
7740,"('story stephen fry', 0)"
7741,"('heroes the myths', 0)"
7742,"('heroes stephen fry', 0)"
7743,"('circe madeline miller', 0)"
7744,"('a thousand ships', 0)"
7745,"('ships natalie haynes', 0)"
7746,"('tomorrow but its', 0)"
7747,"('but its they', 0)"
7748,"('its they both', 0)"
7749,"('they both de', 0)"
7750,"('both de at', 0)"
7751,"('de at the', 0)"
7752,"('the end ðÿðÿââï', 0)"
7753,"('last twooo ive', 0)"
7754,"('twooo ive been', 0)"
7755,"('ive been meaning', 0)"
7756,"('for years ðÿ', 0)"
7757,"('years ðÿ finally', 0)"
7758,"('ðÿ finally got', 0)"
7759,"('achilles so ill', 0)"
7760,"('so ill read', 0)"
7761,"('ill read it', 0)"
7762,"('and i didnât', 0)"
7763,"('i didnât even', 0)"
7764,"('didnât even notice', 0)"
7765,"('calling it âsexy', 0)"
7766,"('it âsexy dangerous', 0)"
7767,"('âsexy dangerous mysticalâ', 0)"
7768,"('dangerous mysticalâ i', 0)"
7769,"('mysticalâ i donât', 0)"
7770,"('i donât want', 0)"
7771,"('donât want to', 0)"
7772,"('what she thinks', 0)"
7773,"('ðÿ the song', 0)"
7774,"('âœï madeline miller', 0)"
7775,"('â we were', 0)"
7776,"('of the world', 0)"
7777,"('the world amp', 0)"
7778,"('world amp our', 0)"
7779,"('amp our joy', 0)"
7780,"('but the other', 0)"
7781,"('the other httpstcojyhbjzvar', 0)"
7782,"('of achilles httpstcobcxgvyiar', 0)"
7783,"('achilles said âœhe', 0)"
7784,"('said âœhe is', 0)"
7785,"('âœhe is half', 0)"
7786,"('the poets sayâ', 0)"
7787,"('poets sayâ and', 0)"
7788,"('sayâ and âœi', 0)"
7789,"('and âœi will', 0)"
7790,"('âœi will never', 0)"
7791,"('never leave him', 0)"
7792,"('leave him it', 0)"
7793,"('him it will', 0)"
7794,"('will be this', 0)"
7795,"('be this always', 0)"
7796,"('this always for', 0)"
7797,"('always for as', 0)"
7798,"('will let meâ', 0)"
7799,"('let meâ and', 0)"
7800,"('meâ and âœi', 0)"
7801,"('and âœi am', 0)"
7802,"('âœi am made', 0)"
7803,"('made of memoriesâ', 0)"
7804,"('of memoriesâ and', 0)"
7805,"('memoriesâ and âœgo', 0)"
7806,"('and âœgo he', 0)"
7807,"('âœgo he waits', 0)"
7808,"('waits for youâ', 0)"
7809,"('for youâ and', 0)"
7810,"('youâ and âœi', 0)"
7811,"('and âœi would', 0)"
7812,"('âœi would follow', 0)"
7813,"('would follow even', 0)"
7814,"('follow even in', 0)"
7815,"('even in deathâ', 0)"
7816,"('and im supposed', 0)"
7817,"('song of achilleshighly', 0)"
7818,"('of achilleshighly recommended', 0)"
7819,"('iâm currently reading', 0)"
7820,"('so freaking much', 0)"
7821,"('bookishcrows ooo cool', 0)"
7822,"('ooo cool those', 0)"
7823,"('cool those two', 0)"
7824,"('get and im', 0)"
7825,"('and im excited', 0)"
7826,"('im excited to', 0)"
7827,"('read themmn except', 0)"
7828,"('themmn except addie', 0)"
7829,"('except addie larue', 0)"
7830,"('than i thought', 0)"
7831,"('was shocked hahah', 0)"
7832,"('and yesss ive', 0)"
7833,"('yesss ive only', 0)"
7834,"('but i wan', 0)"
7835,"('i wan na', 0)"
7836,"('wan na read', 0)"
7837,"('na read the', 0)"
7838,"('so this au', 0)"
7839,"('this au like', 0)"
7840,"('au like i', 0)"
7841,"('like i mentioned', 0)"
7842,"('i mentioned is', 0)"
7843,"('mentioned is my', 0)"
7844,"('famous book the', 0)"
7845,"('the story i', 0)"
7846,"('story i am', 0)"
7847,"('between bkdk canon', 0)"
7848,"('bkdk canon and', 0)"
7849,"('canon and the', 0)"
7850,"('and achilles which', 0)"
7851,"('which is a', 0)"
7852,"('is a lot', 0)"
7853,"('when i wan', 0)"
7854,"('wan na feel', 0)"
7855,"('na feel like', 0)"
7856,"('feel like sht', 0)"
7857,"('by alice oseman', 0)"
7858,"('i had some', 0)"
7859,"('to get it', 0)"
7860,"('achilles yesterday why', 0)"
7861,"('yesterday why didnât', 0)"
7862,"('why didnât you', 0)"
7863,"('didnât you people', 0)"
7864,"('people warn me', 0)"
7865,"('warn me such', 0)"
7866,"('me such a', 0)"
7867,"('such a beautiful', 0)"
7868,"('a beautiful engrossing', 0)"
7869,"('beautiful engrossing love', 0)"
7870,"('engrossing love story', 0)"
7871,"('love story sucked', 0)"
7872,"('story sucked me', 0)"
7873,"('the end ðÿ', 0)"
7874,"('end ðÿ thesongofachilles', 0)"
7875,"('louisrry have read', 0)"
7876,"('read that its', 0)"
7877,"('that its really', 0)"
7878,"('its really amazing', 0)"
7879,"('to say âœthe', 0)"
7880,"('say âœthe song', 0)"
7881,"('âœthe song of', 0)"
7882,"('of achillesâ it', 0)"
7883,"('achillesâ it was', 0)"
7884,"('it has been', 0)"
7885,"('still sob ðÿðÿ', 0)"
7886,"('of achilles httpstcovcftfpem', 0)"
7887,"('on page of', 0)"
7888,"('madeline miller httpstcovkopeyni', 0)"
7889,"('book is great', 0)"
7890,"('bubbaberry omg i', 0)"
7891,"('book on tiktok', 0)"
7892,"('on tiktok is', 0)"
7893,"('tiktok is it', 0)"
7894,"('a good read', 0)"
7895,"('good read iâm', 0)"
7896,"('read iâm currently', 0)"
7897,"('my shelf hsjdjsh', 0)"
7898,"('gon na start', 0)"
7899,"('na start listening', 0)"
7900,"('cie tukeran kado', 0)"
7901,"('kado sm temen', 0)"
7902,"('sm temen haha', 0)"
7903,"('temen haha i', 0)"
7904,"('album and sheâll', 0)"
7905,"('and sheâll buy', 0)"
7906,"('sheâll buy me', 0)"
7907,"('and normal peopleðÿ', 0)"
7908,"('alr know iâm', 0)"
7909,"('know iâm gon', 0)"
7910,"('iâm gon na', 0)"
7911,"('gon na cry', 0)"
7912,"('na cry at', 0)"
7913,"('gon na read', 0)"
7914,"('i really need', 0)"
7915,"('waiting list hehe', 0)"
7916,"('should i read', 0)"
7917,"('achilles right now', 0)"
7918,"('it also says', 0)"
7919,"('also says go', 0)"
7920,"('says go hes', 0)"
7921,"('go hes waiting', 0)"
7922,"('for you ðÿ', 0)"
7923,"('you ðÿ cause', 0)"
7924,"('ðÿ cause i', 0)"
7925,"('i finally have', 0)"
7926,"('motivation to read', 0)"
7927,"('to read so', 0)"
7928,"('read so im', 0)"
7929,"('so im gon', 0)"
7930,"('im gon na', 0)"
7931,"('na start reading', 0)"
7932,"('achilles today im', 0)"
7933,"('today im excited', 0)"
7934,"('pahlabfitness loved it', 0)"
7935,"('loved it i', 0)"
7936,"('it i was', 0)"
7937,"('loved greek mythology', 0)"
7938,"('greek mythology so', 0)"
7939,"('mythology so it', 0)"
7940,"('scratched that itch', 0)"
7941,"('that itch super', 0)"
7942,"('itch super into', 0)"
7943,"('same author hopefully', 0)"
7944,"('author hopefully will', 0)"
7945,"('finish that tomorrow', 0)"
7946,"('mikesav a brilliant', 0)"
7947,"('i have never', 0)"
7948,"('so so badly', 0)"
7949,"('so badly this', 0)"
7950,"('badly this book', 0)"
7951,"('so incredibly beautiful', 0)"
7952,"('incredibly beautiful the', 0)"
7953,"('beautiful the song', 0)"
7954,"('madeline miller httpstcomrqocgfie', 0)"
7955,"('my favorite quotes', 0)"
7956,"('achilles a thread', 0)"
7957,"('but also spoilers', 0)"
7958,"('my moms planning', 0)"
7959,"('moms planning on', 0)"
7960,"('of achilles ðÿðÿðÿ', 0)"
7961,"('take a hint', 0)"
7962,"('a hint dani', 0)"
7963,"('hint dani brown', 0)"
7964,"('get a life', 0)"
7965,"('a life chloe', 0)"
7966,"('life chloe brown', 0)"
7967,"('want ko bilhin', 0)"
7968,"('song of achillesðÿ', 0)"
7969,"('royals collab yuppp', 0)"
7970,"('am not okay', 0)"
7971,"('âœi thinkthis is', 0)"
7972,"('thinkthis is what', 0)"
7973,"('i will miss', 0)"
7974,"('than miss it', 0)"
7975,"('i think how', 0)"
7976,"('think how long', 0)"
7977,"('do we haveâ', 0)"
7978,"('â patroclus chapter', 0)"
7979,"('patroclus chapter the', 0)"
7980,"('heyitsmeann the song', 0)"
7981,"('achilles its a', 0)"
7982,"('its a book', 0)"
7983,"('sthegondal ooo the', 0)"
7984,"('ooo the song', 0)"
7985,"('iliad from patroclus', 0)"
7986,"('from patroclus point', 0)"
7987,"('patroclus point of', 0)"
7988,"('point of view', 0)"
7989,"('of view and', 0)"
7990,"('view and circe', 0)"
7991,"('odyssey and others', 0)"
7992,"('and others from', 0)"
7993,"('others from hers', 0)"
7994,"('from hers they', 0)"
7995,"('hers they were', 0)"
7996,"('might like them', 0)"
7997,"('like them i', 0)"
7998,"('them i preferred', 0)"
7999,"('a baby so', 0)"
8000,"('baby so lmk', 0)"
8001,"('want more info', 0)"
8002,"('its consequences j', 0)"
8003,"('truly go httpstcolyptcvfzki', 0)"
8004,"('my policeman amp', 0)"
8005,"('policeman amp the', 0)"
8006,"('amp the song', 0)"
8007,"('achilles worth the', 0)"
8008,"('honestly thought id', 0)"
8009,"('thought id have', 0)"
8010,"('id have finished', 0)"
8011,"('now but im', 0)"
8012,"('but im so', 0)"
8013,"('im so sleepy', 0)"
8014,"('reading it ugh', 0)"
8015,"('so when are', 0)"
8016,"('achilles movie httpstcovcasebno', 0)"
8017,"('moments of it', 0)"
8018,"('my hearts goes', 0)"
8019,"('hearts goes for', 0)"
8020,"('rufus and mateo', 0)"
8021,"('this book owns', 0)"
8022,"('so im reading', 0)"
8023,"('im reading song', 0)"
8024,"('and im thinking', 0)"
8025,"('im thinking i', 0)"
8026,"('the book âºï', 0)"
8027,"('book âºï need', 0)"
8028,"('âºï need to', 0)"
8029,"('and muscle studies', 0)"
8030,"('of achilles ðÿðÿâœ', 0)"
8031,"('achilles ðÿðÿâœ heard', 0)"
8032,"('ðÿðÿâœ heard such', 0)"
8033,"('great things excited', 0)"
8034,"('and wow ðÿ', 0)"
8035,"('madeline miller number', 0)"
8036,"('miller number for', 0)"
8037,"('number for the', 0)"
8038,"('for the year', 0)"
8039,"('the year i', 0)"
8040,"('year i liked', 0)"
8041,"('liked circe better', 0)"
8042,"('circe better but', 0)"
8043,"('better but this', 0)"
8044,"('very rich story', 0)"
8045,"('of achilles httpstconqrvjncmb', 0)"
8046,"('ive owned the', 0)"
8047,"('and still havent', 0)"
8048,"('still havent read', 0)"
8049,"('it so shes', 0)"
8050,"('so shes gon', 0)"
8051,"('shes gon na', 0)"
8052,"('na read it', 0)"
8053,"('me like im', 0)"
8054,"('im so embarrassed', 0)"
8055,"('for myself rn', 0)"
8056,"('yes i blocked', 0)"
8057,"('achilles text acc', 0)"
8058,"('text acc im', 0)"
8059,"('acc im currently', 0)"
8060,"('coming my way', 0)"
8061,"('my way yes', 0)"
8062,"('way yes these', 0)"
8063,"('whole experience httpstcopxwrdrxi', 0)"
8064,"('the cant believe', 0)"
8065,"('book ever written', 0)"
8066,"('achilles i was', 0)"
8067,"('your twitter name', 0)"
8068,"('twitter name i', 0)"
8069,"('name i have', 0)"
8070,"('finished it yet', 0)"
8071,"('it yet theres', 0)"
8072,"('yet theres this', 0)"
8073,"('theres this wonderful', 0)"
8074,"('based on it', 0)"
8075,"('thx ily p', 0)"
8076,"('oooh yes okay', 0)"
8077,"('yes okay ive', 0)"
8078,"('okay ive seen', 0)"
8079,"('thoight about reading', 0)"
8080,"('woorm yas ok', 0)"
8081,"('ok heart bones', 0)"
8082,"('heart bones and', 0)"
8083,"('bones and it', 0)"
8084,"('into reading esp', 0)"
8085,"('reading esp if', 0)"
8086,"('esp if youâre', 0)"
8087,"('if youâre into', 0)"
8088,"('youâre into romance', 0)"
8089,"('novels that arenât', 0)"
8090,"('that arenât like', 0)"
8091,"('arenât like cheesy', 0)"
8092,"('based around the', 0)"
8093,"('not me crying', 0)"
8094,"('in the rain', 0)"
8095,"('the rain just', 0)"
8096,"('rain just them', 0)"
8097,"('am literally distraught', 0)"
8098,"('madeline miller httpstcoshugmywyhb', 0)"
8099,"('wintersvogue iâm reading', 0)"
8100,"('iâm reading the', 0)"
8101,"('rn and itâs', 0)"
8102,"('and itâs really', 0)"
8103,"('itâs really good', 0)"
8104,"('really good they', 0)"
8105,"('good they both', 0)"
8106,"('is good too', 0)"
8107,"('outside us today', 0)"
8108,"('us today canât', 0)"
8109,"('today canât wait', 0)"
8110,"('canât wait to', 0)"
8111,"('in one sitting', 0)"
8112,"('one sitting i', 0)"
8113,"('sitting i heard', 0)"
8114,"('myself for tears', 0)"
8115,"('wintersvogue iâve read', 0)"
8116,"('iâve read both', 0)"
8117,"('achilles and theyâre', 0)"
8118,"('and theyâre great', 0)"
8119,"('theyâre great really', 0)"
8120,"('great really iâd', 0)"
8121,"('really iâd say', 0)"
8122,"('iâd say start', 0)"
8123,"('unwisetrousers the song', 0)"
8124,"('is quite good', 0)"
8125,"('quite good caste', 0)"
8126,"('good caste is', 0)"
8127,"('casteism and racism', 0)"
8128,"('and racism there', 0)"
8129,"('racism there is', 0)"
8130,"('on this list', 0)"
8131,"('this list but', 0)"
8132,"('list but at', 0)"
8133,"('of neoliberal hucksterism', 0)"
8134,"('out for years', 0)"
8135,"('for years but', 0)"
8136,"('years but itâs', 0)"
8137,"('but itâs getting', 0)"
8138,"('itâs getting a', 0)"
8139,"('because of tiktok', 0)"
8140,"('of tiktok which', 0)"
8141,"('tiktok which has', 0)"
8142,"('a major sellinginfluencer', 0)"
8143,"('major sellinginfluencer machine', 0)"
8144,"('sellinginfluencer machine itâs', 0)"
8145,"('machine itâs fascinating', 0)"
8146,"('itâs fascinating itâs', 0)"
8147,"('fascinating itâs a', 0)"
8148,"('itâs a good', 0)"
8149,"('good book tooâthe', 0)"
8150,"('book tooâthe only', 0)"
8151,"('tooâthe only one', 0)"
8152,"('the list iâve', 0)"
8153,"('list iâve read', 0)"
8154,"('pabili the song', 0)"
8155,"('of achilles ðÿº', 0)"
8156,"('achilles today ðÿðÿ', 0)"
8157,"('achilles its simply', 0)"
8158,"('its simply a', 0)"
8159,"('heart still hasnt', 0)"
8160,"('still hasnt healed', 0)"
8161,"('hasnt healed from', 0)"
8162,"('healed from must', 0)"
8163,"('from must read', 0)"
8164,"('must read httpstcoedtvpqett', 0)"
8165,"('of achilles pick', 0)"
8166,"('achilles pick up', 0)"
8167,"('clairehey bn irvinereads', 0)"
8168,"('bn irvinereads woodbridgevillagecenter', 0)"
8169,"('irvinereads woodbridgevillagecenter irvinefamily', 0)"
8170,"('woodbridgevillagecenter irvinefamily bookishlove', 0)"
8171,"('irvinefamily bookishlove socalorangecounty', 0)"
8172,"('i loved it', 0)"
8173,"('name one hero', 0)"
8174,"('who was happy', 0)"
8175,"('was happy httpstcordimhoipri', 0)"
8176,"('me absolutely wrecked', 0)"
8177,"('absolutely wrecked im', 0)"
8178,"('wrecked im gon', 0)"
8179,"('gon na get', 0)"
8180,"('na get the', 0)"
8181,"('of achilles httpstcovlkfxrxv', 0)"
8182,"('isnât it funny', 0)"
8183,"('of achilles achilles', 0)"
8184,"('achilles achilles knew', 0)"
8185,"('so did patroclus', 0)"
8186,"('did patroclus but', 0)"
8187,"('patroclus but in', 0)"
8188,"('to die first', 0)"
8189,"('die first that', 0)"
8190,"('first that is', 0)"
8191,"('honor played out', 0)"
8192,"('played out ah', 0)"
8193,"('out ah xu', 0)"
8194,"('his death but', 0)"
8195,"('death but wkx', 0)"
8196,"('but wkx died', 0)"
8197,"('wkx died prepared', 0)"
8198,"('died prepared the', 0)"
8199,"('the wrong person', 0)"
8200,"('we all didnât', 0)"
8201,"('all didnât know', 0)"
8202,"('didnât know how', 0)"
8203,"('turns out ðÿ', 0)"
8204,"('me weep ðÿ', 0)"
8205,"('lol now haley', 0)"
8206,"('said she didnt', 0)"
8207,"('she didnt like', 0)"
8208,"('didnt like the', 0)"
8209,"('bc she doesnt', 0)"
8210,"('she doesnt like', 0)"
8211,"('doesnt like greek', 0)"
8212,"('like greek mythologyduh', 0)"
8213,"('greek mythologyduh we', 0)"
8214,"('mythologyduh we knew', 0)"
8215,"('called him anchovies', 0)"
8216,"('on a monday', 0)"
8217,"('i should definitely', 0)"
8218,"('wan na reread', 0)"
8219,"('na reread the', 0)"
8220,"('the mythology of', 0)"
8221,"('myths are amazing', 0)"
8222,"('are amazing recommended', 0)"
8223,"('amazing recommended reading', 0)"
8224,"('recommended reading the', 0)"
