,words,repeated
9008,Accept Quest,0
9009,Quest Objectives,0
9010,Objectives Report,0
9011,Report to,0
9012,to Grommosh,0
9013,Grommosh Hold,0
9014,Hold The,0
9015,War Complete,0
9016,Complete httpstcolZVyqqryg,0
9017,AND THE,0
9018,THE CHOICE,0
9019,CHOICE OF,0
9020,OF A,0
9021,A MATE,0
9022,Sometimes if,0
9023,we re,1
9024,re not,1
9025,not conscious,1
9026,conscious of,1
9027,own Resistance,0
9028,Resistance we,0
9029,we ReadsCo,0
9030,TheWarofArt httpstcoWaavACMxn,0
9031,httpstcoWaavACMxn via,0
9032,read too,1
9033,too much,3
9034,much of,2
9035,of academic,1
9036,academic materials,1
9037,materials in,1
9038,in english,1
9039,english for,2
9040,past few,2
9041,few years,2
9042,years for,1
9043,for college,1
9044,college that,1
9045,canât understand,0
9046,understand even,1
9047,even a,2
9048,a paragraph,1
9049,paragraph of,1
9050,of english,2
9051,english classic,1
9052,classic literatureâ,0
9053,literatureâ I,0
9054,mean I,0
9055,Babylon Those,0
9056,Those are,0
9057,are classics,1
9058,classics too,0
9059,of Mark,0
9060,Mark Bryan,0
9061,Happily recreating,0
9062,recreating for,1
9063,you the,4
9064,the pictures,2
9065,pictures in,1
9066,in my,3
9067,âœThe War,0
9068,War Against,0
9069,Against Natureâ,0
9070,Natureâ httpstcoHZcRsVcB,0
9071,IndianExpress In,0
9072,In your,0
9073,your resume,1
9074,resume Aor,0
9075,Aor Force,0
9076,Force did,0
9077,did not,3
9078,not get,1
9079,get a,1
9080,art equipment,0
9081,equipment Air,0
9082,Air Force,0
9083,Force was,0
9084,was running,1
9085,running with,1
9086,with their,1
9087,their vintage,1
9088,vintage equipmentsWhat,0
9089,equipmentsWhat do,0
9090,you thinkDefence,0
9091,thinkDefence force,0
9092,force will,1
9093,by their,2
9094,their bare,1
9095,bare handYour,0
9096,handYour failure,0
9097,failure invited,1
9098,invited the,1
9099,next Govt,0
9100,Govt to,0
9101,all thing,1
9102,thing to,1
9103,to expedite,1
9104,expedite procurement,0
9105,War âšï,0
9106,âšï almost,0
9107,almost finished,1
9108,finished when,1
9109,to droppp,0
9110,of noise,0
9111,bonzergorgon The,0
9112,old âwear,0
9113,âwear out,0
9114,out your,2
9115,your opponentâs,0
9116,opponentâs fists,0
9117,fists with,1
9118,your faceâ,0
9119,faceâ trickâ,0
9120,trickâ classic,0
9121,classic strategy,1
9122,strategy move,0
9123,Must have,0
9124,have got,1
9125,got that,1
9126,that out,1
9127,But can,0
9128,can art,2
9129,art really,2
9130,really shape,2
9131,shape the,3
9132,the narrative,3
9133,narrative of,3
9134,and atrocity,0
9135,atrocity asks,0
9136,asks Karen,0
9137,Karen Burshtein,0
9138,Burshtein httpstcoBDSPdFx,0
9139,KUNLUNCHOSEN âœThe,0
9140,âœThe dragon,0
9141,dragon againâ,0
9142,Matt said,0
9143,said as,1
9144,a tease,1
9145,tease before,1
9146,before his,1
9147,his brow,1
9148,brow raised,1
9149,raised again,0
9150,âœIâm guessing,0
9151,guessing thatâs,0
9152,thatâs not,0
9153,Today I,0
9154,I bought,0
9155,bought art,0
9156,art Real,0
9157,Real art,0
9158,art At,0
9159,At a,0
9160,a gallery,0
9161,gallery Im,0
9162,Im apparently,0
9163,apparently now,1
9164,now a,1
9165,a patron,1
9166,patron of,1
9167,the post,1
9168,post war,0
9169,war pop,0
9170,pop futurism,0
9171,futurism scene,0
9172,scene Its,0
9173,Its weird,0
9174,weird to,1
9175,it instead,1
9176,of make,1
9177,it httpstcogmnGtss,0
9178,BeschlossDC The,0
9179,The bottom,0
9180,bottom line,1
9181,is when,3
9182,you see,4
9183,see a,1
9184,a statute,0
9185,statute a,0
9186,art etc,1
9187,etc it,0
9188,it should,2
9189,should motivate,1
9190,motivate you,1
9191,you want,3
9192,learn more,1
9193,more about,2
9194,about it,0
9195,it Furthermore,0
9196,Furthermore white,0
9197,white people,1
9198,people want,0
9199,want all,0
9200,all artifacts,1
9201,artifacts that,1
9202,that relate,1
9203,relate to,1
9204,War Between,0
9205,Between the,0
9206,the States,0
9207,States remove,0
9208,remove so,0
9209,can feel,1
9210,feel relived,1
9211,relived that,1
9212,their past,1
9213,past has,1
9214,been sanitized,0
9215,DOWNCAST Submerged,0
9216,An ancient,0
9217,ancient force,1
9218,force surfaces,1
9219,surfaces to,1
9220,to wage,1
9221,wage war,1
9222,the invisible,1
9223,invisible gods,1
9224,gods in,2
9225,the flying,1
9226,flying city,1
9227,of Strata,0
9228,indiegogo æç,0
9229,æç comics,0
9230,comics ðŸðŸ,0
9231,indie ComicsForEveryone,0
9232,ComicsForEveryone rtArtBoost,0
9233,rtArtBoost art,0
9234,art scifi,0
9235,scifi thriller,0
9236,thriller indiecomics,0
9237,indiecomics httpstcoVPqYJzspp,0
9238,lexfridman He,0
9239,He mustve,0
9240,mustve incorporated,0
9241,incorporated the,1
9242,âœAll war,0
9243,is deceptionâ,0
9244,httpstcoAFullofVl httpstcosrddLFZN,0
9245,Coomer Cat,0
9246,Cat Collects,0
9247,Collects dungeon,0
9248,dungeon mobs,1
9249,mobs for,1
9250,his Harem,0
9251,Harem Featuring,0
9252,Featuring from,0
9253,from left,1
9254,left to,1
9255,to right,1
9256,right the,1
9257,the OCs,0
9258,OCs of,0
9259,will draw,2
9260,draw all,1
9261,the characters,1
9262,characters given,1
9263,given to,1
9264,me but,0
9265,but for,2
9266,for now,1
9267,now these,1
9268,these httpstcoYxeUomN,0
9269,We went,0
9270,went out,1
9271,out for,1
9272,for dinner,1
9273,dinner them,0
9274,them chicken,0
9275,chicken tendies,1
9276,tendies were,1
9277,were good,0
9278,good then,0
9279,then went,1
9280,to Barnes,0
9281,Barnes and,0
9282,and Noble,0
9283,Noble so,0
9284,so I,0
9285,I got,0
9286,got the,2
9287,the Ultimate,0
9288,Ultimate Invincible,0
9289,Invincible Collection,0
9290,Collection Part,0
9291,Part and,0
9292,and Sun,0
9293,Tzus the,0
9294,NO MAN,0
9295,MAN can,0
9296,can KNOW,0
9297,KNOW GOD,0
9298,GOD cuz,0
9299,cuz the,1
9300,the SCRIPTURES,0
9301,SCRIPTURES are,0
9302,are WRITTEN,0
9303,WRITTEN FOR,0
9304,FOR WOMEN,0
9305,WOMEN It,0
9306,It was,0
9307,was Only,0
9308,Only in,0
9309,that Humanity,0
9310,Humanity got,0
9311,the HINDSIGHT,0
9312,HINDSIGHT amp,0
9313,amp TECHNOLOGY,0
9314,TECHNOLOGY to,0
9315,to FULFIL,0
9316,FULFIL THE,0
9317,THE SCRIPTURE,0
9318,SCRIPTURE OF,0
9319,THE ENGLISH,0
9320,ENGLISH CROWN,0
9321,CROWN amp,0
9322,amp For,0
9323,For the,0
9324,the Past,0
9325,Past few,0
9326,few Years,0
9327,Years everyone,0
9328,everyone that,1
9329,that knows,1
9330,knows of,1
9331,of My,0
9332,Over Art,0
9333,Project has,0
9334,been HELPING,0
9335,ktumulty For,0
9336,For journalists,0
9337,journalists if,0
9338,have chosen,1
9339,chosen integrity,0
9340,integrity YOU,0
9341,YOU HAVE,0
9342,HAVE ALREADY,0
9343,ALREADY CHOSEN,0
9344,CHOSEN A,0
9345,A SIDE,0
9346,SIDE further,0
9347,further proof,1
9348,proof the,1
9349,the âœview,0
9350,âœview from,0
9351,from nowhereâ,0
9352,nowhereâ is,0
9353,is BS,0
9354,The Biden,0
9355,Biden WH,0
9356,WH can,0
9357,can no,1
9358,no more,3
9359,more allow,1
9360,allow the,1
9361,the potential,1
9362,potential names,1
9363,names of,1
9364,the buyers,2
9365,buyers of,2
9366,of Hunterâs,0
9367,Hunterâs art,0
9368,art in,1
9369,public than,1
9370,than they,2
9371,they could,1
9372,could give,1
9373,give away,1
9374,away US,0
9375,US war,0
9376,war plansâ,0
9377,LakasNgTimog Engage,0
9378,Engage people,0
9379,people w,0
9380,w what,0
9381,they expectit,0
9382,expectit is,0
9383,are able,1
9384,to discern,1
9385,discern amp,0
9386,amp confirms,0
9387,confirms their,1
9388,their projections,0
9389,projections It,0
9390,It settles,0
9391,settles them,1
9392,them into,1
9393,into predictable,1
9394,predictable patterns,1
9395,patterns of,1
9396,of response,0
9397,response occupying,0
9398,occupying their,1
9399,their minds,1
9400,minds while,1
9401,while you,1
9402,you wait,2
9403,the extraordinary,1
9404,extraordinary momentâthat,0
9405,momentâthat which,0
9406,which they,1
9407,not anticipateSun,0
9408,anticipateSun Tzu,0
9409,and as,1
9410,as impenetrable,1
9411,httpstcoAFullofVl httpstcoKSnzcAUA,0
9412,A very,0
9413,very small,1
9414,small example,1
9415,example of,2
9416,art at,1
9417,the Kohler,0
9418,Kohler Art,0
9419,Art Preserve,0
9420,Preserve Paintings,0
9421,Paintings by,0
9422,war veteran,1
9423,veteran with,1
9424,with severe,1
9425,severe post,1
9426,post traumatic,1
9427,traumatic stress,0
9428,stress Many,0
9429,Many many,0
9430,more fascinating,1
9431,fascinating art,1
9432,art piece,1
9433,piece in,1
9434,the Preserve,0
9435,Preserve httpstcorTWladLAT,0
9436,âœIf the,0
9437,the mind,1
9438,mind is,1
9439,is willing,0
9440,willing the,0
9441,the flesh,1
9442,flesh could,1
9443,could go,1
9444,go on,1
9445,and on,1
9446,on without,1
9447,without many,1
9448,many thingsâ,0
9449,httpstcoAFullofVl httpstcoQFdjHblVk,0
9450,In my,0
9451,my opinion,0
9452,opinion the,0
9453,beautiful aircraft,1
9454,aircraft ever,1
9455,ever designed,0
9456,designed A,0
9457,A deadly,0
9458,deadly work,1
9459,of militaryindustrial,0
9460,militaryindustrial art,0
9461,that will,3
9462,never be,1
9463,be matched,0
9464,matched A,0
9465,A legendary,0
9466,legendary machine,1
9467,machine of,2
9468,war that,4
9469,made many,1
9470,many a,1
9471,a coldwar,0
9472,coldwar era,0
9473,era Soviet,0
9474,Soviet pilot,0
9475,pilot soil,1
9476,soil his,1
9477,his flight,1
9478,flight suit,0
9479,suit httpstcoLTEoWusL,0
9480,Come On,0
9481,On England,0
9482,England WILL,0
9483,WILL WIN,0
9484,WIN on,0
9485,on SUNDAY,0
9486,SUNDAY if,0
9487,if they,7
9488,they implement,7
9489,implement Sun,0
9490,is article,5
9491,article for,5
9492,for based,5
9493,a workshop,5
9494,workshop I,0
9495,did before,5
9496,before the,6
9497,the lockdown,0
9498,EnglandvsItaly httpstcotGqVJYpp,0
9499,digimega a,0
9500,good dick,1
9501,dick is,1
9502,always wet,1
9503,wet Sun,0
9504,This year,0
9505,old head,1
9506,head coach,1
9507,coach read,1
9508,docsquiddy Reminds,0
9509,Reminds me,0
9510,of Princess,0
9511,Princess Maker,0
9512,Maker where,0
9513,where you,3
9514,you could,2
9515,could raise,1
9516,raise a,1
9517,a princess,1
9518,princess to,1
9519,the annual,1
9520,annual art,1
9521,art contest,2
9522,contest but,1
9523,but also,3
9524,also defeat,1
9525,in single,1
9526,single combat,0
9527,Thats a,0
9528,very old,1
9529,old game,1
9530,game now,0
9531,now tho,0
9532,The enemy,0
9533,enemy does,1
9534,not care,2
9535,care what,1
9536,what systems,1
9537,systems were,1
9538,were in,2
9539,in scope,1
9540,scope for,1
9541,for testing,0
9542,testing Protect,0
9543,Protect your,0
9544,your weak,1
9545,weak points,0
9546,points The,0
9547,To remain,0
9548,remain disciplined,1
9549,disciplined and,1
9550,and calm,1
9551,calm while,1
9552,while waiting,1
9553,for disorder,1
9554,disorder to,1
9555,to appear,1
9556,appear amongst,1
9557,amongst the,1
9558,of selfpossession,0
9559,selfpossession Sun,0
9560,CathyReisenwitz I,0
9561,I increasingly,0
9562,increasingly feel,1
9563,the hinge,1
9564,hinge from,1
9565,from around,1
9566,around to,1
9567,to is,1
9568,the really,7
9569,really interesting,1
9570,interesting part,1
9571,history Democracy,0
9572,Democracy technology,0
9573,technology art,0
9574,art culture,0
9575,culture disease,0
9576,disease war,0
9577,war education,0
9578,education all,0
9579,the sciences,1
9580,sciences all,1
9581,all changed,1
9582,changed from,1
9583,the old,5
9584,to new,2
9585,new over,1
9586,over that,1
9587,that period,0
9588,MikeMifflin I,0
9589,always thought,1
9590,thought it,1
9591,be bad,1
9592,bad ass,1
9593,ass if,1
9594,if a,1
9595,a fighter,1
9596,fighter walked,1
9597,walked out,1
9598,out with,1
9599,with no,2
9600,no music,1
9601,music haha,0
9602,haha Maybe,0
9603,Maybe low,0
9604,low lights,1
9605,lights with,1
9606,a spotlight,1
9607,spotlight and,1
9608,a slow,1
9609,slow walk,1
9610,walk to,1
9611,the octagon,0
9612,octagon The,0
9613,which means,0
9614,means that,1
9615,the use,4
9616,of soldiers,1
9617,soldiers in,1
9618,in combat,1
9619,combat does,1
9620,not exclude,1
9621,exclude the,1
9622,of tricky,1
9623,tricky amp,0
9624,amp deceptive,0
9625,deceptive tactics,1
9626,tactics or,1
9627,or means,1
9628,means to,1
9629,enemy In,0
9630,In many,0
9631,many ancient,1
9632,ancient Chinese,0
9633,Chinese books,0
9634,are records,1
9635,records about,1
9636,war More,0
9637,More amp,0
9638,more overseas,1
9639,overseas netizens,1
9640,netizens feel,0
9641,Waiting for,0
9642,a higher,1
9643,higher quality,1
9644,quality art,2
9645,of D,0
9646,D Hero,0
9647,Hero cards,0
9648,cards and,1
9649,and Ruin,0
9650,Ruin Force,0
9651,Force to,0
9652,make better,1
9653,better memes,1
9654,memes and,1
9655,and more,1
9656,more things,1
9657,Just look,0
9658,look at,4
9659,this terrifying,1
9660,terrifying card,0
9661,card Even,0
9662,Even a,0
9663,a boosted,1
9664,boosted Citadel,0
9665,Citadel cant,0
9666,cant run,0
9667,run over,1
9668,over it,0
9669,it The,0
9670,The good,0
9671,good Machinas,0
9672,Machinas lost,0
9673,lost the,1
9674,war httpstcoYwJuZwjb,0
9675,realLizUSA Absolutely,0
9676,Absolutely Have,0
9677,you not,1
9678,not read,1
9679,book the,2
9680,War yet,0
9681,yet As,0
9682,As a,0
9683,friendly exprogressive,0
9684,exprogressive here,0
9685,here speaking,0
9686,speaking I,0
9687,I highly,0
9688,highly recommend,2
9689,recommend this,1
9690,this book,1
9691,book by,1
9692,Tzu It,0
9693,It helped,0
9694,helped me,1
9695,me considerably,1
9696,considerably in,1
9697,in understanding,1
9698,understanding all,1
9699,all aspects,1
9700,aspects I,0
9701,I hadnt,0
9702,hadnt thought,0
9703,thought of,1
9704,of before,0
9705,CJBlack Color,0
9706,Color is,0
9707,way another,1
9708,another form,1
9709,of freedom,1
9710,freedom of,1
9711,of expression,0
9712,expression like,0
9713,like art,1
9714,art In,0
9715,In todays,0
9716,todays world,1
9717,world art,1
9718,is gradually,1
9719,gradually being,1
9720,being censored,1
9721,censored more,1
9722,more and,1
9723,more If,0
9724,it kind,1
9725,of like,4
9726,way makes,1
9727,makes sense,0
9728,But I,0
9729,I also,0
9730,also cant,0
9731,cant even,0
9732,even entirely,1
9733,entirely remember,1
9734,remember what,1
9735,what the,2
9736,was about,0
9737,about cause,0
9738,cause shit,1
9739,shit memory,1
9740,memory lol,0
9741,Some of,0
9742,of lifes,0
9743,lifes best,0
9744,best lessons,1
9745,lessons are,1
9746,are learned,1
9747,learned after,1
9748,after you,1
9749,been through,1
9750,through a,1
9751,a storm,0
9752,EnglandvsItaly httpstcocBQEoB,0
9753,evilvillain You,0
9754,guys know,1
9755,war Son,0
9756,Son Zu,0
9757,Zu Ever,0
9758,Ever read,0
9759,that You,0
9760,You should,0
9761,should try,1
9762,try reading,1
9763,reading it,0
9764,it Try,0
9765,Try the,0
9766,the pincer,1
9767,pincer You,0
9768,do the,2
9769,pincer move,0
9770,War httpstcofXLnzrHV,0
9771,Tzuâs ART,0
9772,WAR In,0
9773,In it,0
9774,it he,0
9775,he warns,1
9776,warns that,0
9777,that âœIf,0
9778,is relaxed,0
9779,relaxed make,0
9780,make them,3
9781,them toil,0
9782,toil When,0
9783,When full,0
9784,full starve,0
9785,starve them,0
9786,them When,0
9787,When settled,0
9788,settled make,0
9789,them move,0
9790,my entire,1
9791,entire life,1
9792,life I,0
9793,I only,0
9794,only read,1
9795,read one,1
9796,book which,1
9797,War it,0
9798,was recommended,1
9799,recommended by,1
9800,by my,1
9801,my very,1
9802,very dearest,1
9803,wasifsaeed And,0
9804,And now,0
9805,now when,2
9806,when US,0
9807,US Afghan,0
9808,Afghan situation,0
9809,situation it,1
9810,it seems,1
9811,seems Afghan,0
9812,Afghan Taliban,0
9813,Taliban practically,0
9814,practically followed,1
9815,followed each,1
9816,each every,1
9817,every line,1
9818,AND LOVE,0
9819,Resistance is,0
9820,is directly,1
9821,directly proportional,1
9822,proportional to,1
9823,to love,1
9824,love If,0
9825,If youâre,0
9826,youâre feeling,0
9827,feeling massive,1
9828,massive Resista,0
9829,Resista ReadsCo,0
9830,TheWarofArt httpstcoQaZaMFxrAK,0
9831,httpstcoQaZaMFxrAK via,0
9832,theMemesBot If,0
9833,If there,0
9834,a hole,1
9835,hole there,1
9836,way Tsun,0
9837,Tsun Zu,0
9838,Zu The,0
9839,articulate What,0
9840,What about,0
9841,about their,1
9842,their previous,1
9843,previous defeats,1
9844,defeats at,1
9845,the hands,1
9846,hands of,1
9847,of Germany,0
9848,Germany what,0
9849,what would,3
9850,would they,2
9851,they class,1
9852,class those,1
9853,those as,1
9854,Oh wait,0
9855,is ONLY,0
9856,ONLY when,0
9857,when they,2
9858,they win,1
9859,win that,1
9860,they then,1
9861,then shout,1
9862,shout and,1
9863,and scowl,1
9864,scowl about,1
9865,about beating,1
9866,beating Germany,0
9867,Germany in,0
9868,war ffs,0
9869,ââInvoke Forbidden,0
9870,Forbidden PowerââðŸðŸ,0
9871,PowerââðŸðŸ âTHE,0
9872,âTHE ART,0
9873,WAR BING,0
9874,BING FA,0
9875,FA STRATEGIC,0
9876,STRATEGIC MINDSET,0
9877,MINDSET RITUALDOMINATE,0
9878,RITUALDOMINATE ââœª,0
9879,by Illuminati,0
9880,Illuminati Magickâ,0
9881,GET THIS,0
9882,THIS TODAY,0
9883,TODAY ðŸ,0
9884,ðŸ httpstcoZGobmLfb,0
9885,occult illuminati,0
9886,illuminati httpstcorPPOUJ,0
9887,shangchunson The,0
9888,virtualpi Also,0
9889,Also bro,0
9890,bro Sun,0
9891,Tzu did,0
9892,not write,1
9893,write the,2
9894,for our,1
9895,our kind,1
9896,kind to,1
9897,to devolve,1
9898,devolve to,1
9899,to staring,1
9900,staring at,1
9901,at digital,1
9902,digital avatars,1
9903,avatars of,1
9904,of fake,2
9905,fake women,0
9906,women THINK,0
9907,THINK WISE,0
9908,WISE THINK,0
9909,THINK httpstcodCFDvXiE,0
9910,ART OFÂWAR,0
9911,OFÂWAR httpstcomLxViLqEn,0
9912,httpstcomLxViLqEn httpstcozidEVM,0
9913,and conquer,3
9914,conquer in,2
9915,in all,6
9916,your battles,2
9917,battles is,2
9918,not supreme,2
9919,supreme excellence,2
9920,excellence supreme,0
9921,consists in,2
9922,in breaking,2
9923,fighting Strategies,0
9924,Strategies of,0
9925,Tsu Art,0
9926,âœIf your,0
9927,is secure,4
9928,secure at,4
9929,all points,0
9930,points be,0
9931,be prepared,4
9932,prepared for,4
9933,for him,0
9934,him If,0
9935,If he,0
9936,in superior,4
9937,superior strength,0
9938,strength evade,0
9939,evade him,0
9940,is temperamental,0
9941,temperamental seek,0
9942,arrogant â,0
9943,War httpstcoIBMtNYub,0
9944,DKSportsbook You,0
9945,You gain,0
9946,gain your,1
9947,your fire,1
9948,fire through,1
9949,through anger,0
9950,anger hunger,0
9951,hunger determination,0
9952,determination try,0
9953,try through,1
9954,through fanaticism,0
9955,fanaticism Live,0
9956,Live to,0
9957,fight breathe,0
9958,breathe to,1
9959,fight subjegate,0
9960,subjegate to,1
9961,to War,0
9962,Build a,0
9963,a fanaticism,1
9964,fanaticism on,1
9965,of conflict,0
9966,conflict and,1
9967,and theres,0
9968,theres nothing,0
9969,nothing in,2
9970,world that,1
9971,that can,2
9972,can take,1
9973,take that,1
9974,from you,1
9975,Not even,0
9976,even yourself,0
9977,holmdillon There,0
9978,is god,1
9979,war It,0
9980,It has,0
9981,has it,2
9982,it own,2
9983,own take,2
9984,take of,1
9985,the norse,1
9986,norse myth,1
9987,myth and,1
9988,it really,2
9989,really good,1
9990,good Also,0
9991,Also there,0
9992,also jotun,0
9993,jotun It,0
9994,It also,0
9995,take but,1
9996,it more,1
9997,more true,1
9998,true to,1
9999,the myth,0
10000,myth Also,0
10001,Also has,0
10002,a cool,1
10003,cool art,1
10004,style to,1
10005,to it,0
10006,FrankyBabes that,0
10007,that concerned,0
10008,concerned about,1
10009,the Nazis,0
10010,Nazis prior,0
10011,war who,0
10012,who wouldnt,0
10013,wouldnt have,0
10014,been too,1
10015,too upset,1
10016,upset if,1
10017,if some,1
10018,some British,0
10019,British Fascists,0
10020,Fascists had,0
10021,had ended,1
10022,up taking,1
10023,taking power,0
10024,power A,0
10025,of whom,1
10026,whom remained,1
10027,remained high,1
10028,high up,1
10029,up in,2
10030,in British,0
10031,British society,0
10032,society post,1
10033,Never read,0
10034,War but,0
10035,could write,1
10036,of Love,0
10037,FrankyBabes Oh,0
10038,Oh Im,0
10039,not saying,1
10040,saying that,2
10041,that anyone,1
10042,anyone who,2
10043,who says,1
10044,says something,1
10045,is secretly,1
10046,secretly a,1
10047,a Nazi,0
10048,Nazi but,0
10049,become the,2
10050,the default,1
10051,default consequence,1
10052,consequence of,1
10053,of losing,2
10054,losing the,1
10055,in public,1
10056,public consciousness,1
10057,consciousness is,1
10058,interesting And,0
10059,And personally,0
10060,personally I,0
10061,it probably,1
10062,probably originated,1
10063,originated in,1
10064,the classes,1
10065,classes who,1
10066,who werent,0
10067,werent actually,0
10068,BODT Supermanâs,0
10069,Supermanâs first,0
10070,first artist,1
10071,artist Joe,0
10072,Joe Schuster,0
10073,Schuster My,0
10074,My dad,0
10075,dad loved,1
10076,loved Schusterâs,0
10077,Schusterâs art,0
10078,art he,1
10079,he boughtsaved,0
10080,boughtsaved all,0
10081,the Superman,0
10082,Superman comics,0
10083,comics He,0
10084,He enlisted,0
10085,enlisted in,1
10086,the NavyWWII,0
10087,NavyWWII in,0
10088,in at,1
10089,at When,0
10090,When he,0
10091,he returned,1
10092,returned he,0
10093,he discovered,1
10094,discovered his,1
10095,his mom,1
10096,mom had,1
10097,had given,1
10098,given all,1
10099,all his,1
10100,his comics,1
10101,comics to,1
10102,paper drive,1
10103,drive during,1
10104,war Superman,0
10105,Superman httpstcooyrmlRS,0
10106,artgeorge I,0
10107,its more,0
10108,more symbolic,1
10109,symbolic shorthand,1
10110,shorthand of,1
10111,the undesirable,1
10112,undesirable idea,1
10113,of being,2
10114,being conquered,1
10115,conquered and,1
10116,and having,2
10117,having a,1
10118,way of,3
10119,life imposed,1
10120,upon you,0
10121,you which,0
10122,which ties,1
10123,ties up,1
10124,the daft,1
10125,daft oversimplification,1
10126,oversimplification that,1
10127,was fought,1
10128,fought over,1
10129,over freedom,0
10130,Join Frank,0
10131,Frank Schaeffer,0
10132,Schaeffer In,0
10133,In Conversation,0
10134,Conversation with,0
10135,with Laura,0
10136,Laura Dawn,0
10137,Dawn filmmaker,0
10138,filmmaker writer,0
10139,writer producer,0
10140,producer political,0
10141,political strategist,0
10142,strategist and,0
10143,the founding,1
10144,founding Creative,0
10145,Creative amp,0
10146,amp Cultural,0
10147,Cultural Director,0
10148,Director ofÂhttpstcoeoNJwczÂShe,0
10149,ofÂhttpstcoeoNJwczÂShe is,0
10150,is currently,1
10151,currently the,1
10152,the Founder,0
10153,Founder CEO,0
10154,CEO amp,0
10155,amp Chief,0
10156,Chief Creative,0
10157,Creative of,0
10158,of ART,0
10159,httpstcoWFVAQgBl httpstcojuZRxafx,0
10160,Funsox After,0
10161,After looking,0
10162,looking at,1
10163,at some,1
10164,some games,0
10165,games more,0
10166,more come,1
10167,come to,2
10168,to mind,0
10169,mind maniac,0
10170,maniac mansion,0
10171,mansion blockout,0
10172,blockout outrun,0
10173,outrun larry,0
10174,larry california,0
10175,california games,0
10176,games simcity,0
10177,simcity the,0
10178,the ancient,2
10179,ancient art,2
10180,war later,0
10181,later came,1
10182,came commander,1
10183,commander keen,0
10184,keen duke,0
10185,duke nukem,0
10186,Darkest Hour,0
10187,Hour is,0
10188,is trending,1
10189,trending and,1
10190,a bunch,2
10191,bunch of,2
10192,of people,2
10193,people talking,1
10194,talking about,3
10195,about how,2
10196,how wed,0
10197,wed all,0
10198,be speaking,2
10199,speaking German,0
10200,German without,0
10201,without Winston,0
10202,Winston Churchill,0
10203,Now firstly,0
10204,firstly thats,0
10205,thats not,0
10206,not true,0
10207,true We,0
10208,We could,0
10209,have won,2
10210,war without,1
10211,without Churchill,0
10212,Churchill as,0
10213,as PM,0
10214,PM and,0
10215,and even,1
10216,if wed,0
10217,wed lost,0
10218,lost we,1
10219,would almost,1
10220,almost certainly,1
10221,certainly still,1
10222,still be,1
10223,speaking English,0
10224,FRMIKECOLLINS Thank,0
10225,you Father,0
10226,Father I,0
10227,reading âœHiking,0
10228,âœHiking the,0
10229,the Caminoâ,0
10230,Caminoâ by,0
10231,by Father,0
10232,Father Dave,0
10233,Dave Pivonka,0
10234,Pivonka TOR,0
10235,TOR and,0
10236,beautiful account,1
10237,account of,1
10238,of Fatherâs,0
10239,Fatherâs spiritual,0
10240,spiritual journey,0
10241,journey My,0
10242,My brother,0
10243,brother promised,1
10244,promised Our,0
10245,Our Lord,0
10246,Lord that,0
10247,that if,3
10248,returned from,1
10249,from war,1
10250,one piece,1
10251,piece he,0
10252,do El,0
10253,El Camino,0
10254,Camino and,0
10255,he did,0
10256,did I,0
10257,GOP Shhh,0
10258,Shhh Quiet,0
10259,Quiet down,0
10260,down kids,0
10261,kids Dissention,0
10262,Dissention in,0
10263,the ranks,1
10264,ranks is,1
10265,War Let,0
10266,Let the,0
10267,the infighting,1
10268,infighting commence,0
10269,But if,0
10270,na put,0
10271,put gas,1
10272,gas on,1
10273,on that,2
10274,that fire,0
10275,fire so,0
10276,so be,1
10277,be it,0
10278,it Work,0
10279,Work smart,0
10280,smart not,0
10281,not hard,1
10282,hard ðŸ,0
10283,Same shit,0
10284,shit different,0
10285,different galaxy,0
10286,galaxy Amirite,0
10287,MissionToZyxx The,0
10288,Be Kind,0
10289,Be Humble,0
10290,But Be,0
10291,Be A,0
10292,A Beast,0
10293,EnglandvsItaly httpstcoGpsrWKf,0
10294,Theyre mad,0
10295,mad cause,1
10296,cause I,0
10297,I managed,0
10298,to reign,1
10299,reign so,1
10300,so long,1
10301,long like,1
10302,TheNamesQ The,0
10303,Then again,0
10304,again considering,1
10305,considering that,1
10306,that one,1
10307,of concept,2
10308,art shows,1
10309,shows Bumblebee,0
10310,Bumblebee evading,0
10311,evading the,1
10312,the US,0
10313,US Army,0
10314,Army in,0
10315,Vietnam Iâm,0
10316,Iâm guessing,0
10317,guessing things,1
10318,things went,1
10319,went South,0
10320,South after,0
10321,after World,0
10322,War Twoâ,0
10323,sarahjrexford When,0
10324,the threat,1
10325,threat of,1
10326,of impending,1
10327,impending war,1
10328,war forces,1
10329,forces art,1
10330,be uprooted,1
10331,uprooted from,1
10332,the heart,1
10333,heart of,1
10334,a capital,1
10335,capital city,1
10336,city such,1
10337,as Paris,0
10338,Paris reflected,0
10339,reflected Axel,0
10340,Axel Bernheim,0
10341,Bernheim it,0
10342,will only,1
10343,only be,1
10344,of time,3
10345,time before,1
10346,before our,2
10347,our people,1
10348,people meet,1
10349,meet with,1
10350,a similar,1
10351,similar fate,0
10352,acentrism I,0
10353,think art,2
10354,art can,1
10355,can confront,1
10356,confront things,1
10357,things the,1
10358,way an,1
10359,an essay,1
10360,essay or,1
10361,or speech,1
10362,speech can,0
10363,can although,0
10364,although you,1
10365,you might,1
10366,might view,1
10367,view that,1
10368,that as,1
10369,an impossibility,1
10370,impossibility as,1
